x,operator,y,=,z
94,+,29,=,123
83,-,64,=,19
2,+,88,=,90
72,-,2,=,70
46,*,32,=,1472
76,+,6,=,82
35,*,96,=,3360
54,*,26,=,1404
60,*,7,=,420
31,*,66,=,2046
48,+,46,=,94
6,+,17,=,23
53,+,2,=,55
87,-,95,=,-8
38,*,62,=,2356
77,+,22,=,99
52,/,26,=,2
14,*,49,=,686
52,-,72,=,-20
87,-,32,=,55
39,/,1,=,39
39,+,10,=,49
57,*,95,=,5415
45,/,45,=,1
96,/,6,=,16
97,+,93,=,190
8,+,72,=,80
74,/,1,=,74
41,*,52,=,2132
60,*,81,=,4860
31,/,31,=,1
15,/,5,=,3
72,/,6,=,12
59,+,87,=,146
81,/,81,=,1
79,/,1,=,79
49,*,63,=,3087
11,+,9,=,20
60,+,54,=,114
53,/,53,=,1
85,*,22,=,1870
68,-,63,=,5
90,+,7,=,97
25,*,38,=,950
24,+,45,=,69
86,*,5,=,430
50,*,5,=,250
37,*,51,=,1887
9,/,1,=,9
2,/,2,=,1
27,-,69,=,-42
59,*,61,=,3599
11,-,50,=,-39
16,*,100,=,1600
55,+,74,=,129
43,-,48,=,-5
13,/,13,=,1
34,+,93,=,127
44,+,28,=,72
20,/,20,=,1
56,-,51,=,5
43,-,49,=,-6
50,+,90,=,140
53,-,46,=,7
1,-,100,=,-99
36,-,11,=,25
28,+,89,=,117
46,-,88,=,-42
67,*,44,=,2948
96,*,69,=,6624
96,+,91,=,187
88,-,79,=,9
6,+,78,=,84
51,*,94,=,4794
82,*,64,=,5248
47,-,79,=,-32
16,/,8,=,2
40,*,89,=,3560
65,*,18,=,1170
92,/,92,=,1
83,/,1,=,83
14,-,13,=,1
73,-,71,=,2
39,+,65,=,104
88,*,66,=,5808
33,-,61,=,-28
28,-,30,=,-2
9,+,48,=,57
15,-,16,=,-1
26,+,68,=,94
77,+,8,=,85
47,-,56,=,-9
62,/,1,=,62
52,+,2,=,54
12,+,41,=,53
6,+,92,=,98
50,-,81,=,-31
11,-,79,=,-68
61,-,92,=,-31
2,-,72,=,-70
63,*,30,=,1890
92,-,56,=,36
46,/,1,=,46
60,/,30,=,2
65,*,67,=,4355
9,+,18,=,27
6,*,46,=,276
22,/,2,=,11
43,+,74,=,117
10,/,2,=,5
46,*,3,=,138
22,-,3,=,19
86,+,100,=,186
5,-,88,=,-83
84,-,16,=,68
40,/,10,=,4
92,/,4,=,23
40,-,100,=,-60
51,-,61,=,-10
47,/,1,=,47
81,/,27,=,3
99,-,35,=,64
36,-,84,=,-48
91,-,58,=,33
2,*,44,=,88
48,/,4,=,12
76,+,92,=,168
64,*,27,=,1728
39,-,82,=,-43
39,*,44,=,1716
64,+,45,=,109
29,*,20,=,580
28,/,7,=,4
13,-,99,=,-86
65,-,28,=,37
92,+,88,=,180
59,-,71,=,-12
47,-,88,=,-41
28,*,87,=,2436
16,-,83,=,-67
1,*,28,=,28
90,+,76,=,166
10,+,53,=,63
88,*,89,=,7832
50,-,3,=,47
2,-,76,=,-74
70,+,88,=,158
33,+,79,=,112
87,+,73,=,160
42,+,94,=,136
22,+,97,=,119
33,*,50,=,1650
55,-,84,=,-29
48,-,51,=,-3
84,*,9,=,756
43,-,74,=,-31
72,/,1,=,72
58,-,43,=,15
92,+,95,=,187
51,/,1,=,51
4,/,1,=,4
29,-,30,=,-1
21,+,55,=,76
5,+,49,=,54
73,/,1,=,73
65,+,5,=,70
51,*,26,=,1326
21,+,15,=,36
5,/,5,=,1
57,/,57,=,1
42,/,7,=,6
95,+,31,=,126
58,-,49,=,9
41,+,23,=,64
16,-,5,=,11
100,-,62,=,38
10,+,17,=,27
30,-,4,=,26
88,-,99,=,-11
26,/,1,=,26
30,+,90,=,120
80,+,73,=,153
17,*,81,=,1377
14,+,23,=,37
77,+,36,=,113
53,-,16,=,37
3,+,44,=,47
82,/,2,=,41
23,-,92,=,-69
88,*,84,=,7392
38,*,24,=,912
71,-,73,=,-2
6,*,21,=,126
60,-,57,=,3
19,-,8,=,11
68,-,58,=,10
50,/,50,=,1
92,+,10,=,102
85,-,74,=,11
48,/,3,=,16
97,*,71,=,6887
63,/,3,=,21
43,+,7,=,50
82,-,50,=,32
4,-,69,=,-65
99,+,87,=,186
37,/,37,=,1
32,*,33,=,1056
57,+,11,=,68
68,-,65,=,3
7,/,1,=,7
4,-,78,=,-74
67,*,73,=,4891
84,-,52,=,32
68,-,32,=,36
14,-,90,=,-76
32,+,32,=,64
54,-,68,=,-14
55,-,33,=,22
35,*,17,=,595
16,+,61,=,77
100,/,10,=,10
78,-,78,=,0
51,/,51,=,1
18,*,39,=,702
48,/,48,=,1
44,-,81,=,-37
44,/,22,=,2
51,-,65,=,-14
52,+,90,=,142
91,+,70,=,161
30,*,40,=,1200
33,*,31,=,1023
6,-,66,=,-60
36,-,56,=,-20
49,/,1,=,49
50,/,2,=,25
59,-,60,=,-1
36,+,40,=,76
40,-,27,=,13
45,-,49,=,-4
3,+,98,=,101
50,*,81,=,4050
43,*,76,=,3268
97,-,10,=,87
63,+,48,=,111
27,*,51,=,1377
92,-,98,=,-6
55,+,80,=,135
91,+,91,=,182
89,-,40,=,49
44,*,90,=,3960
11,+,5,=,16
91,/,13,=,7
35,+,50,=,85
57,-,97,=,-40
68,+,50,=,118
61,*,94,=,5734
45,-,28,=,17
14,-,32,=,-18
38,*,38,=,1444
20,+,26,=,46
28,+,100,=,128
88,/,11,=,8
13,+,3,=,16
10,*,87,=,870
8,*,83,=,664
50,/,25,=,2
95,/,5,=,19
47,+,32,=,79
32,-,12,=,20
16,/,8,=,2
52,/,13,=,4
83,-,83,=,0
50,+,34,=,84
68,-,65,=,3
94,/,94,=,1
52,/,4,=,13
66,*,70,=,4620
98,-,96,=,2
49,+,67,=,116
83,+,14,=,97
3,/,3,=,1
10,-,68,=,-58
5,-,75,=,-70
64,-,42,=,22
93,*,86,=,7998
88,-,35,=,53
62,+,42,=,104
77,*,24,=,1848
38,*,72,=,2736
3,*,75,=,225
63,*,7,=,441
81,-,63,=,18
19,/,1,=,19
79,*,96,=,7584
5,+,38,=,43
42,/,2,=,21
63,*,66,=,4158
3,+,48,=,51
66,*,14,=,924
52,-,47,=,5
19,-,15,=,4
57,/,57,=,1
60,-,3,=,57
29,-,46,=,-17
73,+,97,=,170
27,+,31,=,58
97,*,38,=,3686
17,*,21,=,357
47,*,73,=,3431
56,+,2,=,58
89,/,89,=,1
2,-,14,=,-12
2,+,9,=,11
83,+,93,=,176
85,/,1,=,85
48,-,15,=,33
80,/,5,=,16
16,+,66,=,82
91,*,58,=,5278
36,/,6,=,6
14,+,95,=,109
46,/,1,=,46
52,/,1,=,52
36,*,25,=,900
74,*,17,=,1258
25,-,63,=,-38
95,/,5,=,19
61,*,92,=,5612
30,/,15,=,2
96,/,32,=,3
60,-,65,=,-5
67,/,1,=,67
95,*,8,=,760
81,/,27,=,3
100,/,25,=,4
5,-,80,=,-75
3,/,1,=,3
87,+,98,=,185
48,*,26,=,1248
65,*,60,=,3900
3,*,76,=,228
85,*,58,=,4930
72,*,1,=,72
81,+,28,=,109
19,+,77,=,96
45,-,94,=,-49
49,+,76,=,125
22,+,41,=,63
41,-,75,=,-34
29,*,8,=,232
87,-,67,=,20
31,+,17,=,48
69,*,66,=,4554
70,-,43,=,27
100,+,1,=,101
80,*,33,=,2640
25,/,1,=,25
62,-,83,=,-21
51,*,42,=,2142
32,*,87,=,2784
56,*,28,=,1568
97,+,47,=,144
2,*,10,=,20
20,+,62,=,82
84,-,30,=,54
83,-,8,=,75
43,*,53,=,2279
94,/,47,=,2
39,-,3,=,36
28,/,1,=,28
95,-,28,=,67
75,-,13,=,62
88,*,91,=,8008
24,-,69,=,-45
22,/,22,=,1
31,-,19,=,12
71,/,71,=,1
86,*,33,=,2838
58,*,79,=,4582
59,-,75,=,-16
29,-,77,=,-48
17,+,10,=,27
3,*,97,=,291
30,*,69,=,2070
7,*,61,=,427
6,/,1,=,6
73,-,30,=,43
21,+,60,=,81
68,-,82,=,-14
17,*,65,=,1105
29,*,10,=,290
55,/,11,=,5
81,*,77,=,6237
68,/,68,=,1
83,+,34,=,117
76,+,45,=,121
26,+,20,=,46
34,/,2,=,17
87,+,18,=,105
15,-,36,=,-21
98,+,87,=,185
12,/,2,=,6
33,-,94,=,-61
40,*,88,=,3520
88,-,38,=,50
75,*,84,=,6300
63,*,41,=,2583
5,*,8,=,40
18,/,6,=,3
76,+,13,=,89
92,+,2,=,94
9,/,9,=,1
72,-,92,=,-20
8,-,22,=,-14
39,-,48,=,-9
77,/,77,=,1
36,/,1,=,36
71,+,19,=,90
25,/,25,=,1
91,+,61,=,152
46,*,2,=,92
43,+,39,=,82
61,*,20,=,1220
85,-,72,=,13
3,/,3,=,1
53,-,40,=,13
62,-,69,=,-7
20,-,43,=,-23
49,/,1,=,49
79,-,14,=,65
22,*,94,=,2068
71,+,15,=,86
15,*,57,=,855
57,*,91,=,5187
53,*,25,=,1325
89,-,98,=,-9
40,*,66,=,2640
23,+,42,=,65
100,-,16,=,84
57,*,11,=,627
78,*,30,=,2340
33,+,87,=,120
3,-,54,=,-51
80,/,8,=,10
23,/,1,=,23
86,-,59,=,27
22,*,32,=,704
98,*,92,=,9016
61,-,1,=,60
98,-,24,=,74
99,+,56,=,155
88,/,2,=,44
68,*,80,=,5440
72,*,57,=,4104
37,-,33,=,4
61,+,42,=,103
21,+,89,=,110
43,*,30,=,1290
40,*,32,=,1280
54,/,6,=,9
25,-,65,=,-40
77,+,54,=,131
76,-,69,=,7
60,*,96,=,5760
95,/,1,=,95
79,*,31,=,2449
30,-,16,=,14
8,-,71,=,-63
17,-,25,=,-8
68,*,89,=,6052
4,*,60,=,240
69,*,80,=,5520
71,/,71,=,1
68,-,20,=,48
52,+,33,=,85
98,-,84,=,14
94,*,56,=,5264
47,*,46,=,2162
71,*,50,=,3550
3,+,27,=,30
68,+,95,=,163
33,+,26,=,59
52,/,52,=,1
99,*,12,=,1188
35,-,93,=,-58
40,+,61,=,101
89,*,13,=,1157
29,/,1,=,29
20,-,75,=,-55
34,+,38,=,72
90,-,33,=,57
11,*,89,=,979
17,-,91,=,-74
87,+,98,=,185
34,-,1,=,33
27,+,23,=,50
39,*,68,=,2652
19,-,92,=,-73
46,+,10,=,56
47,+,58,=,105
66,*,84,=,5544
2,*,1,=,2
20,/,4,=,5
68,*,21,=,1428
57,+,6,=,63
64,*,1,=,64
82,+,23,=,105
17,*,60,=,1020
53,*,35,=,1855
70,*,88,=,6160
57,-,57,=,0
33,/,3,=,11
53,/,1,=,53
63,+,59,=,122
69,-,63,=,6
30,/,10,=,3
10,-,27,=,-17
56,-,57,=,-1
26,/,26,=,1
21,+,46,=,67
84,/,1,=,84
22,-,77,=,-55
46,-,75,=,-29
14,*,12,=,168
33,/,11,=,3
35,-,25,=,10
98,+,100,=,198
54,-,39,=,15
49,+,39,=,88
68,/,34,=,2
63,-,21,=,42
41,+,66,=,107
21,/,21,=,1
43,*,80,=,3440
5,+,90,=,95
25,+,91,=,116
87,-,12,=,75
49,-,60,=,-11
75,+,11,=,86
99,*,3,=,297
41,+,11,=,52
65,+,36,=,101
30,*,58,=,1740
30,*,37,=,1110
16,-,60,=,-44
81,-,42,=,39
12,+,65,=,77
68,+,64,=,132
63,/,21,=,3
51,*,3,=,153
29,*,1,=,29
87,+,5,=,92
4,-,15,=,-11
69,*,30,=,2070
53,*,78,=,4134
31,*,18,=,558
68,+,31,=,99
37,/,1,=,37
23,+,98,=,121
12,*,62,=,744
95,*,96,=,9120
86,/,43,=,2
9,/,9,=,1
85,/,1,=,85
12,-,18,=,-6
5,*,73,=,365
99,*,38,=,3762
96,/,3,=,32
5,-,74,=,-69
76,-,13,=,63
87,-,11,=,76
32,*,47,=,1504
51,+,7,=,58
25,+,13,=,38
77,*,3,=,231
47,+,38,=,85
14,-,81,=,-67
67,*,35,=,2345
83,/,83,=,1
92,/,46,=,2
17,+,44,=,61
56,-,37,=,19
30,-,18,=,12
45,+,21,=,66
25,-,12,=,13
20,+,99,=,119
12,*,63,=,756
6,*,89,=,534
89,/,89,=,1
36,-,84,=,-48
42,*,43,=,1806
64,*,9,=,576
77,-,66,=,11
50,*,80,=,4000
38,*,77,=,2926
14,*,43,=,602
81,-,15,=,66
15,+,35,=,50
6,*,80,=,480
99,/,9,=,11
6,*,13,=,78
11,/,1,=,11
74,+,30,=,104
1,+,18,=,19
74,*,63,=,4662
81,-,53,=,28
27,-,71,=,-44
3,*,96,=,288
81,+,78,=,159
59,+,11,=,70
77,*,100,=,7700
25,+,50,=,75
58,+,12,=,70
81,/,9,=,9
78,-,65,=,13
80,+,72,=,152
74,/,74,=,1
78,+,68,=,146
94,+,99,=,193
20,-,31,=,-11
59,-,37,=,22
19,+,10,=,29
28,+,52,=,80
75,+,7,=,82
55,-,70,=,-15
93,*,84,=,7812
14,+,51,=,65
92,-,16,=,76
58,+,90,=,148
72,/,12,=,6
6,/,3,=,2
86,*,89,=,7654
8,+,80,=,88
97,-,22,=,75
90,+,97,=,187
30,/,1,=,30
92,/,23,=,4
87,+,79,=,166
58,/,58,=,1
15,*,29,=,435
74,+,64,=,138
5,/,5,=,1
87,-,92,=,-5
30,/,10,=,3
75,*,55,=,4125
73,+,89,=,162
76,/,1,=,76
97,-,58,=,39
6,*,60,=,360
70,-,83,=,-13
83,*,10,=,830
99,/,1,=,99
71,*,3,=,213
13,/,1,=,13
25,/,5,=,5
53,/,53,=,1
100,+,89,=,189
76,+,23,=,99
5,/,5,=,1
41,+,68,=,109
59,+,33,=,92
41,+,20,=,61
64,+,3,=,67
89,-,90,=,-1
22,*,11,=,242
26,+,16,=,42
23,/,23,=,1
19,-,99,=,-80
24,/,8,=,3
81,/,1,=,81
19,*,22,=,418
69,/,3,=,23
45,+,18,=,63
20,+,31,=,51
11,*,37,=,407
65,-,20,=,45
43,-,41,=,2
7,*,70,=,490
42,*,59,=,2478
92,+,15,=,107
27,-,30,=,-3
92,*,72,=,6624
56,*,31,=,1736
86,+,48,=,134
90,/,6,=,15
46,/,23,=,2
79,*,48,=,3792
86,/,43,=,2
52,+,54,=,106
46,-,35,=,11
37,*,32,=,1184
10,*,98,=,980
72,*,99,=,7128
100,/,20,=,5
66,-,51,=,15
64,/,1,=,64
25,+,44,=,69
70,/,14,=,5
42,-,43,=,-1
45,-,83,=,-38
47,-,14,=,33
55,*,97,=,5335
54,*,34,=,1836
95,+,82,=,177
68,-,14,=,54
6,+,37,=,43
37,+,62,=,99
64,/,64,=,1
49,+,33,=,82
62,+,90,=,152
93,*,90,=,8370
67,-,64,=,3
23,+,40,=,63
6,/,1,=,6
87,/,29,=,3
41,/,1,=,41
13,/,13,=,1
45,+,63,=,108
63,-,45,=,18
95,/,1,=,95
56,*,53,=,2968
29,/,1,=,29
98,+,76,=,174
65,/,5,=,13
81,-,82,=,-1
8,/,2,=,4
6,/,1,=,6
80,/,16,=,5
41,/,41,=,1
19,-,58,=,-39
66,*,62,=,4092
13,+,53,=,66
40,*,74,=,2960
72,/,12,=,6
67,/,1,=,67
72,/,24,=,3
30,/,6,=,5
51,*,28,=,1428
69,+,22,=,91
57,/,3,=,19
7,-,59,=,-52
94,/,1,=,94
10,-,17,=,-7
8,*,64,=,512
74,+,48,=,122
43,/,43,=,1
11,/,11,=,1
14,/,7,=,2
96,*,44,=,4224
3,*,10,=,30
47,+,66,=,113
95,-,67,=,28
55,-,6,=,49
17,*,56,=,952
66,*,90,=,5940
61,*,50,=,3050
86,/,2,=,43
89,-,94,=,-5
64,+,70,=,134
85,*,38,=,3230
38,+,38,=,76
45,-,80,=,-35
93,-,51,=,42
78,-,37,=,41
95,*,2,=,190
37,-,62,=,-25
91,*,71,=,6461
12,-,25,=,-13
8,/,1,=,8
95,/,1,=,95
75,-,84,=,-9
43,/,1,=,43
64,-,95,=,-31
18,*,33,=,594
76,/,19,=,4
14,/,7,=,2
36,*,87,=,3132
61,+,1,=,62
49,*,51,=,2499
74,*,28,=,2072
42,+,49,=,91
42,+,89,=,131
48,+,29,=,77
51,/,17,=,3
24,/,8,=,3
56,-,59,=,-3
3,*,96,=,288
50,/,10,=,5
73,+,96,=,169
98,+,93,=,191
9,-,7,=,2
38,*,46,=,1748
59,+,85,=,144
25,*,44,=,1100
18,+,73,=,91
69,/,1,=,69
43,-,28,=,15
100,-,61,=,39
25,-,49,=,-24
27,+,30,=,57
75,*,2,=,150
8,*,67,=,536
81,/,1,=,81
90,-,38,=,52
58,/,58,=,1
6,*,13,=,78
84,/,1,=,84
25,-,53,=,-28
58,*,85,=,4930
25,+,93,=,118
13,-,11,=,2
76,+,15,=,91
82,-,71,=,11
11,*,56,=,616
85,-,43,=,42
8,/,8,=,1
36,+,7,=,43
72,*,58,=,4176
10,+,71,=,81
56,/,2,=,28
24,/,4,=,6
85,+,94,=,179
93,+,80,=,173
60,-,96,=,-36
33,-,34,=,-1
16,-,37,=,-21
59,+,18,=,77
34,*,36,=,1224
81,/,9,=,9
27,/,9,=,3
84,+,49,=,133
92,/,1,=,92
34,*,79,=,2686
70,+,47,=,117
57,*,87,=,4959
16,+,82,=,98
56,-,6,=,50
46,+,21,=,67
32,+,86,=,118
72,+,83,=,155
10,*,56,=,560
5,/,5,=,1
87,+,7,=,94
28,/,4,=,7
75,-,81,=,-6
84,*,73,=,6132
79,+,74,=,153
5,+,14,=,19
3,/,3,=,1
82,/,2,=,41
13,-,90,=,-77
53,*,61,=,3233
67,/,1,=,67
41,+,38,=,79
2,*,41,=,82
95,*,12,=,1140
45,-,55,=,-10
77,*,38,=,2926
41,*,80,=,3280
62,/,31,=,2
58,+,27,=,85
76,+,90,=,166
29,+,98,=,127
28,-,45,=,-17
52,+,82,=,134
50,*,63,=,3150
42,/,6,=,7
32,-,32,=,0
60,-,8,=,52
79,+,27,=,106
4,-,66,=,-62
28,*,2,=,56
67,*,34,=,2278
94,-,52,=,42
100,/,1,=,100
86,+,36,=,122
65,/,5,=,13
71,/,1,=,71
70,-,75,=,-5
40,/,40,=,1
56,/,56,=,1
82,*,90,=,7380
24,/,3,=,8
18,*,47,=,846
66,-,78,=,-12
17,-,31,=,-14
79,-,55,=,24
18,/,1,=,18
44,-,7,=,37
8,/,8,=,1
76,+,63,=,139
18,-,44,=,-26
21,/,3,=,7
3,-,100,=,-97
4,+,69,=,73
59,*,37,=,2183
17,+,83,=,100
32,-,14,=,18
20,-,13,=,7
48,-,62,=,-14
68,+,5,=,73
22,-,68,=,-46
14,/,14,=,1
81,/,81,=,1
52,-,53,=,-1
29,/,29,=,1
63,*,67,=,4221
58,-,14,=,44
20,-,73,=,-53
100,+,81,=,181
62,-,9,=,53
46,*,53,=,2438
10,*,14,=,140
72,/,9,=,8
3,+,38,=,41
35,*,35,=,1225
31,-,62,=,-31
89,-,34,=,55
17,/,1,=,17
95,*,4,=,380
57,-,54,=,3
13,+,58,=,71
28,*,5,=,140
63,/,63,=,1
70,*,77,=,5390
87,/,1,=,87
52,-,87,=,-35
10,*,6,=,60
78,+,67,=,145
98,*,33,=,3234
50,*,82,=,4100
78,*,58,=,4524
1,-,92,=,-91
74,-,47,=,27
50,+,48,=,98
30,+,56,=,86
83,/,1,=,83
18,*,23,=,414
17,/,17,=,1
64,*,42,=,2688
35,/,35,=,1
51,+,51,=,102
73,-,27,=,46
56,*,99,=,5544
72,/,9,=,8
29,/,29,=,1
16,/,1,=,16
79,-,72,=,7
91,/,13,=,7
13,-,20,=,-7
17,*,36,=,612
64,/,4,=,16
9,-,60,=,-51
43,*,70,=,3010
39,-,100,=,-61
45,+,93,=,138
74,/,74,=,1
45,+,83,=,128
41,*,82,=,3362
89,-,78,=,11
56,-,5,=,51
80,/,20,=,4
3,+,18,=,21
28,-,65,=,-37
46,/,23,=,2
35,+,81,=,116
41,-,18,=,23
68,-,24,=,44
56,+,54,=,110
38,+,8,=,46
41,-,98,=,-57
31,+,39,=,70
45,/,45,=,1
82,*,73,=,5986
11,*,44,=,484
61,/,61,=,1
22,*,8,=,176
1,-,75,=,-74
40,-,8,=,32
73,/,73,=,1
47,*,1,=,47
10,+,8,=,18
55,+,92,=,147
3,-,90,=,-87
27,/,1,=,27
75,/,15,=,5
96,*,24,=,2304
58,-,77,=,-19
60,/,2,=,30
76,+,52,=,128
44,/,11,=,4
86,+,37,=,123
6,/,1,=,6
8,/,1,=,8
82,/,82,=,1
51,/,17,=,3
7,*,26,=,182
84,+,42,=,126
19,*,90,=,1710
34,-,70,=,-36
12,*,32,=,384
51,-,92,=,-41
58,/,1,=,58
37,+,97,=,134
8,*,93,=,744
61,-,33,=,28
11,/,11,=,1
3,/,1,=,3
96,+,49,=,145
14,-,56,=,-42
13,*,11,=,143
74,+,97,=,171
56,+,90,=,146
80,/,8,=,10
75,/,5,=,15
52,-,18,=,34
23,/,1,=,23
19,*,66,=,1254
79,/,1,=,79
6,+,40,=,46
83,*,1,=,83
80,+,56,=,136
37,-,82,=,-45
79,*,5,=,395
56,+,36,=,92
19,-,19,=,0
60,-,96,=,-36
98,+,23,=,121
11,+,15,=,26
60,/,5,=,12
100,*,52,=,5200
26,*,72,=,1872
37,*,19,=,703
25,/,5,=,5
32,-,13,=,19
77,-,84,=,-7
33,/,3,=,11
27,/,1,=,27
88,+,64,=,152
95,*,11,=,1045
6,*,40,=,240
12,/,4,=,3
56,*,38,=,2128
77,*,88,=,6776
33,-,9,=,24
23,/,23,=,1
1,*,41,=,41
5,/,5,=,1
34,/,17,=,2
27,+,98,=,125
26,-,90,=,-64
51,-,63,=,-12
97,+,94,=,191
25,/,5,=,5
19,-,26,=,-7
59,*,100,=,5900
99,*,60,=,5940
29,/,1,=,29
98,-,72,=,26
8,+,78,=,86
15,*,4,=,60
92,+,35,=,127
46,-,28,=,18
18,*,74,=,1332
30,/,30,=,1
62,*,42,=,2604
15,-,22,=,-7
56,/,1,=,56
94,*,96,=,9024
34,+,84,=,118
60,*,29,=,1740
87,/,87,=,1
95,-,21,=,74
59,*,21,=,1239
17,-,49,=,-32
99,/,99,=,1
92,/,92,=,1
66,-,54,=,12
33,/,3,=,11
4,-,54,=,-50
9,-,78,=,-69
66,/,33,=,2
44,*,65,=,2860
59,/,59,=,1
37,/,1,=,37
58,*,36,=,2088
47,/,47,=,1
88,-,81,=,7
48,/,1,=,48
87,-,48,=,39
27,-,71,=,-44
43,+,14,=,57
93,+,81,=,174
63,-,49,=,14
29,-,99,=,-70
26,-,78,=,-52
8,+,27,=,35
12,+,83,=,95
9,+,43,=,52
8,+,85,=,93
54,+,4,=,58
18,*,91,=,1638
72,*,36,=,2592
35,*,87,=,3045
34,/,17,=,2
7,/,1,=,7
54,*,66,=,3564
41,-,37,=,4
89,/,89,=,1
22,*,9,=,198
78,-,88,=,-10
81,+,58,=,139
32,/,2,=,16
6,+,62,=,68
29,+,41,=,70
98,-,25,=,73
8,*,39,=,312
47,/,47,=,1
31,/,1,=,31
8,+,18,=,26
69,+,83,=,152
36,+,1,=,37
1,*,64,=,64
60,/,3,=,20
68,*,79,=,5372
45,/,3,=,15
64,*,26,=,1664
6,*,3,=,18
86,-,79,=,7
55,-,65,=,-10
29,*,38,=,1102
76,/,38,=,2
74,/,37,=,2
7,*,45,=,315
45,-,58,=,-13
81,+,3,=,84
6,/,3,=,2
15,-,54,=,-39
89,+,25,=,114
69,/,23,=,3
27,-,30,=,-3
91,+,43,=,134
24,*,3,=,72
41,*,77,=,3157
93,+,74,=,167
50,-,80,=,-30
4,*,23,=,92
9,/,3,=,3
24,*,58,=,1392
67,+,37,=,104
35,-,60,=,-25
11,/,11,=,1
19,*,97,=,1843
40,-,24,=,16
86,+,6,=,92
33,/,11,=,3
71,*,39,=,2769
10,-,67,=,-57
20,+,67,=,87
40,+,58,=,98
26,-,48,=,-22
72,-,5,=,67
25,/,5,=,5
35,/,1,=,35
37,-,42,=,-5
13,+,89,=,102
86,-,100,=,-14
78,/,6,=,13
64,+,96,=,160
68,*,33,=,2244
65,/,13,=,5
11,*,34,=,374
44,*,77,=,3388
92,+,65,=,157
28,*,40,=,1120
9,*,88,=,792
40,+,93,=,133
15,-,63,=,-48
5,-,49,=,-44
65,+,63,=,128
54,-,5,=,49
79,+,11,=,90
30,-,3,=,27
19,*,7,=,133
86,/,2,=,43
66,*,63,=,4158
32,/,2,=,16
25,/,5,=,5
42,-,23,=,19
49,-,18,=,31
95,-,66,=,29
2,*,90,=,180
19,/,19,=,1
73,+,92,=,165
4,/,2,=,2
60,/,3,=,20
91,-,77,=,14
69,/,69,=,1
92,+,66,=,158
68,*,66,=,4488
19,+,5,=,24
69,*,38,=,2622
49,*,63,=,3087
3,*,12,=,36
60,*,76,=,4560
44,+,38,=,82
97,-,71,=,26
12,/,3,=,4
7,+,33,=,40
33,/,1,=,33
47,+,100,=,147
96,/,8,=,12
96,+,48,=,144
76,-,85,=,-9
69,+,73,=,142
95,-,28,=,67
81,*,4,=,324
24,-,12,=,12
5,-,90,=,-85
3,*,71,=,213
88,/,88,=,1
66,*,57,=,3762
99,+,98,=,197
87,+,40,=,127
27,+,82,=,109
37,+,25,=,62
81,-,12,=,69
57,-,79,=,-22
6,/,3,=,2
63,+,6,=,69
7,/,1,=,7
97,/,97,=,1
7,+,88,=,95
28,/,1,=,28
48,-,44,=,4
74,-,49,=,25
25,*,84,=,2100
62,*,82,=,5084
85,*,12,=,1020
75,+,23,=,98
82,*,89,=,7298
43,/,43,=,1
54,+,78,=,132
51,-,99,=,-48
71,-,38,=,33
29,/,29,=,1
99,+,46,=,145
90,-,26,=,64
16,+,74,=,90
62,/,2,=,31
16,+,75,=,91
69,+,91,=,160
26,-,100,=,-74
86,-,32,=,54
4,+,88,=,92
81,+,7,=,88
1,+,6,=,7
34,/,2,=,17
90,-,77,=,13
34,+,5,=,39
25,/,5,=,5
31,+,56,=,87
42,/,3,=,14
9,*,42,=,378
93,*,72,=,6696
68,/,4,=,17
92,+,83,=,175
17,-,29,=,-12
91,*,8,=,728
60,/,1,=,60
75,*,7,=,525
70,/,1,=,70
27,+,9,=,36
39,/,39,=,1
97,+,66,=,163
18,/,3,=,6
49,/,1,=,49
80,/,5,=,16
89,+,57,=,146
14,/,7,=,2
28,/,1,=,28
42,+,77,=,119
47,*,83,=,3901
68,*,67,=,4556
56,*,33,=,1848
82,*,42,=,3444
6,-,38,=,-32
15,-,57,=,-42
58,-,21,=,37
61,*,60,=,3660
27,/,1,=,27
1,-,17,=,-16
59,*,5,=,295
36,/,12,=,3
59,+,79,=,138
20,*,85,=,1700
6,/,3,=,2
20,/,20,=,1
6,*,5,=,30
24,+,93,=,117
69,/,3,=,23
41,-,54,=,-13
26,+,92,=,118
90,+,24,=,114
11,+,65,=,76
68,+,77,=,145
91,-,25,=,66
82,*,61,=,5002
43,-,94,=,-51
86,/,1,=,86
60,/,2,=,30
64,*,39,=,2496
21,-,10,=,11
100,-,22,=,78
40,*,15,=,600
6,-,97,=,-91
16,*,94,=,1504
64,*,5,=,320
26,*,78,=,2028
29,/,29,=,1
38,/,2,=,19
62,*,65,=,4030
53,/,53,=,1
63,*,42,=,2646
32,+,36,=,68
68,+,22,=,90
66,-,84,=,-18
81,/,1,=,81
76,-,51,=,25
43,-,60,=,-17
44,-,10,=,34
32,-,12,=,20
58,/,1,=,58
9,-,71,=,-62
85,*,77,=,6545
81,-,29,=,52
65,-,7,=,58
75,-,44,=,31
84,/,84,=,1
61,/,1,=,61
1,*,27,=,27
85,+,3,=,88
16,/,1,=,16
71,/,71,=,1
52,/,1,=,52
91,+,1,=,92
5,/,5,=,1
7,*,62,=,434
76,/,4,=,19
82,*,25,=,2050
74,/,37,=,2
40,/,5,=,8
30,+,7,=,37
17,-,36,=,-19
64,+,1,=,65
64,*,48,=,3072
